ciphertext,label
6657135f57565512475e1240545146435713455a56114256435b5e54465643125a5c5f56555b5245575f481c13655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f,XOR
152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c6302303a31362c263022312a3a612b3061362b246233332320352b202462222f2663323636253b632e2463352720292c2a3037263262252e306332272034302661212c2c2f362f2b2020362a2e2c6d,XOR
182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa37776b0b3c3f3236392e7938203a3e37303f3c79222b2f24292f2e36792624373265352a3c3c3936792423793b37363f203a3f2c36256b,XOR
LLGHYBUODISPFJQONNETUFZXJXJVPTRCFFKASCCKFBKMMCIMWFKEQXCKKSMWAVFVRZWHGUYKEEMZMGZETVOXLIVDIEAWKEMS,Vigenere
AJTVPXEIAEXXEPGIMMSVKYFHQYPTEDMPNRRBDQKKMKZEARXUAWKBPXLIDZRFWOIZFBVMTUIGYIFVHNJQCBMBFLCIIDWXGKQXDMUZRBR,Vigenere
734754f28e5d115a52475313f2955c5a1254f28e49545e1347571356f18f5f57f6ae5e5a1f126759571340475a52591353405c465c13575d4b1158465c4240115d45544013455a56115e524b4b13555d541f,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gTmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLg==,Base64
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBBcnRpZmljaWFsIGludGVsbGlnZW5jZSBpcyBpbnRlbGxpZ2VuY2UgZGVtb25zdHJhdGVkIGJ5IG1hY2hpbmVzLg==,Base64
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gSGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4=,Base64
GVCTXSKVETLCMWXLITVEGXMGIERHWXYHCSJXIGLRMUYIWJSVWIGYVIGSQQYRMGEXMSRWMFIVKZIRPMOFMPKMWECEVWMWXIQPIVMRMOSVYQEWEREXMHMV,Caesar
RFCRPCYQSPCGQZSPGCBSLBCPRFCMJBMYIRPCCYPRGDGAGYJGLRCJJGECLACGQGLRCJJGECLACBCKMLQRPYRCBZWKYAFGLCQ,Caesar
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a313865659cd52c3f3920352e283c6b3c9afd2b2d2e28352e37306b3138392c316b27363230372824792030352724378ff4352681e88eda2d8ff42b65,XOR
301803190d56581b130b1011141c0e1d59181117171d125a1f1018111d130a575a3c1c141f1c1e1d591e0d0b1719125a11badd11175a1018081d121f0c591f0c141f14100911171302575a390b0e111f131b101b145913160d1f1415131f1c141b1c5a110a5a11170e1d1516111e1f161a1f581d1f1516140b0d08190d1f1c5918015917191a1211171f0b57,XOR
AUPKXZBMZUPCMYSSRKXEXSFGWCINILZYUOHSKGRUMGGBRBIIXNVDQCECJSRGSMZLIPZPVXPGDVZVKGLUPKVQBMKOQJXLZXMIHLLWEQTHRDMBBL,Vigenere
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBCdWfDvG4gaGF2YSDDp29rIGfDvHplbCB2ZSBnw7xuZcWfbGku,Base64
CIRXYWEZYABBVVJABUGEATBGKERTEZKXCCVSFVKDGGVIYIXRDPKPVVKECHBTTVJTFSAERTFZGIGITFKYZDRIPTYZNZNRLXEAKKGG,Vigenere
YVLTXRVFQTVITVRWXDGIGBXHGIGBFSFZYIXZANCCXSFKMHXQWICIASRVPXFSVVPXFAGUGPMSNP,Vigenere
301803190d56581b130b1011141c0e1d59181117171d125a1f1018111d130a575a3c1c141f1c1e1d591e0d0b1719125a11badd11175a1018081d121f0c591f0c141f14100911171302575a2f1c5a161c1f1c590e1759091d1a0f0a1c5a0c111f58091f0a10171d0d1f0a591315141f1c101b0c1c160157,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
CQSXYDUBUQHDYDWCETUBIHUGKYHUQBEJEVTQJQQJJQSAQJTQMDEDJXULUHYVOVYUBT,Caesar
U2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIuIE1hY2hpbmUgbGVhcm5pbmcgbW9kZWxzIHJlcXVpcmUgYSBsb3Qgb2YgZGF0YS4=,Base64
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4=,Base64
VLPZXMZLRZLWBMKRINKUTDMAXUENWRNXPYJRXWYXMONYJPSPLYTEVCVIDWYLBWRDMMGMZLIPZPVXPGDVZVKGLUPKVQBMKOQJXLZXMIHLLWEQTHRDMBBL,Vigenere
734754f28e5d115a52475313f2955c5a1254f28e49545e1347571356f18f5f57f6ae5e5a1f126759571340475a52591353405c465c13575d4b1158465c4240115d45544013455a56115e524b4b13555d541f,XOR
OHHOQYOHROKBCBHVSJSFWTMTWSZRHVSEIWQYPFCKBTCLXIADGCJSFHVSZONMRCU,Caesar
BSUJGJDJBMJOUFMMJHFODFJTJOUFMMJHFODFEFNPOTUSBUFECZNBDIJOFTJGSFMFNFZOUFNMFSJUBSJICPZVODBLVMMBOJMNJUJS,Caesar
BYKXEXFXRGMXFEXKBMTKBAUHRNGVTDNEETGBEFBMBKMAXJNBVDUKHPGYHQCNFILHOXKMAXETSRWHZ,Caesar
WPPWYGWPZWSJKJPDARANEBUBEAHZSAJAAZPKOAYQNAPDALANEIAPANEIIAZEWPAHU,Caesar
LLGKVXSWWIIBKFWIMXVYPUIKLLGFPWGEMKVXWAGEIXVXQJIVMVGKLXHITZQXLITZQFWHKRXXDC,Vigenere
122b212430632681ff37272d2d2b286d6221282e2428312238233161312a3236262c2e26332b2d2862282e30362c236332232d203687f02687f0306d610c2635352c33296332272034302a353b63282c352e2e352431632c232d38622f203b263331632e246331302c352720352b2c2f6c,XOR
XIRGSPUWCMYPSXWSRTYPTOWKKRWVEWOVQYJNBSROGRSSLMVWZXMQVYZLWSWRRINBEADMAOELNWREHWYJROGFXMOEIQPSPCIAEVCMSKWYLSGYDMMX,Vigenere
3a0c1dbbc51458111b0e185abbde1513591dbbc5001d155a0e1c5a1fbac6161cbfe7151356593b0c0d1b1b125a190d5a1c180d16591516590e101c5a0e1c08111f03581f131d151e56,XOR
361c0e0f16081359091d1a0f0a100e015913160f15140f1f0b591719170358151b011c080b59151e590a0a160e1d1a0e1116145659390a000a0c161d0a180a10005a110a5a0c111f580908191a0e111a1f5818141c59090c0c1e0159151e590e1d1a1216100b0d1c09581f150a59091d1a0f0a1c5a1b1617150c14111a1b0c10151657,XOR
7c5350595b5d54125f5453415f5b5d56125e5e56565d4113435742445b41541252115e5c45125c5712575046521f12714455f08d5c135953455012f0965d581155f08d48565d1245541254f28e5d54f7ac5d5b1d,XOR
KWPTESOVWCMSOCCGBHCIGWUCALLRTYWCJPGWNDGIBFVYCFNWEBZGHKPWMMCIOGQDOSTKFTEOBPBDZ,Vigenere
655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f126759571345405650414643571358411353474158575711475d55574111465b54125c5d56135e535811464154571d,XOR
U2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIuIEF0dGFjayBhdCBkYXduIG9uIHRoZSB2ZXJpZnkgZmllbGQu,Base64
GZXZSAHRHJKDSDAHMLDJFHAHCHQCDMFDCDCTQLZJHHMGZQDJDSDSLDKHRHMHYSGDPTHBJAQNVMENWITLORNUDQSGDKZYXCNF,Caesar
FIVNSKCWGTYKAXAZROGPXVWFSRACERWVUFJIJSVVGMASPRVMAJKTMTDMPKIEDMIVRVWMUZRMWPNZKXFGGUIFGRUKVTLIFSCFSGJZRXK,Vigenere
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
2f1c5a161c1f1c590e1759091d1a0f0a1c5a0c111f58091f0a10171d0d1f0a591315141f1c101b0c1c1601575a2c111f580d081d18090d0b1f581009581b0f0a101f1c590f161d1f0a590e101c5a17151e58161b13590e0a1c1f56,XOR
GYKGSPDMVMYPBNPSRTHFMOWKTHPVEWXLJYJNKIKOGRBIEDLCMLVKWSKYZCFSKCVNYLWYIDLCHFUYEIMLVO,Vigenere
BZIOPCFYPXXCFFVBMRTLZRFMROEMEINFCKRGEGZDMPMBVAYGVESBSUGZFHNSFJJYZCKNYOPYSSUYK,Vigenere
2c111f58080f111a11581b08170e14581f150059100d140a0b59150e1c08580d121d5916190303581d151f575a3b0b03080d151f0b1b081103581009580d121d590a0a18190c10191d591b161d5a0b0d0f1c005a171f5a0c1c19101713090c1f0b591c170b5a0b1c190d0b1f581a1515140f161019190d13171754,XOR
TSMUHINSFEOHVJBXUCQCSZDIETSMPNZJLSTMLKLVNPTINRYQRTMZLIYSCMUHICMEYOEWJQAEI,Vigenere
MFDFYGNXNPQJYJGNSRJPLNGNINWIJSLJIJIZWRFPNNSMFWJPJYJYRJQNXNSNEBJSJJIYTXJHZWJYMJUJWNRJYJWNRRJINFYJQD,Caesar
DUWLILFLDOLQWHOOLJHQFHLVLQWHOOLJHQFHGHPRQVWUDWHGEBPDFKLQHVDWWDFNDWGDZQRQWKHYHULIBILHOG,Caesar
OHHOQYOHROKBCBHVSJSFWTMTWSZRHVSHFSOGIFSWGPIFWSRIBRSFHVSCZRCOYHFSS,Caesar
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
PIUBVOJOCYUNSZJSUBSZWWTFSZSASMBHSAZSFWHOFWVPCMIBQOYIZZOBWZAWHWF,Caesar
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
PELCGBTENCULVFGURCENPGVPRNAQFGHQLBSGRPUAVDHRFSBEFRPHERPBZZHAVPNGVBANGGNPXNGQNJABAGURIREVSLSVRYQ,Caesar
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
IXEVZUMXGVNEOYZNKVXGIZOIKGTJYZAJEULZKINTOWAKYLUXYKIAXKIUSSATOIGZOUTZNKZXKGYAXKOYHAXOKJATJKXZNKURJUGQZXKK,Caesar
HAMTNGBGUQMFKRBKMTKROZNKZXKGYAXKOYHAXOKJATJKXZNKURJUGQZXKK,Caesar
390b0e111f131b101b145913160d1f1415131f1c141b1c5a110a5a11170e1d1516111e1f161a1f581d1f1516140b0d08190d1f1c5918015917191a1211171f0b575a3a0c1dbbc51458111b0e185abbde1513591dbbc5001d155a0e1c5a1fbac6161cbfe7151356,XOR
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiDFnmlmcmVsZW1lIHnDtm50ZW1sZXJpIHRhcmloIGJveXVuY2Ega3VsbGFuxLFsbcSxxZ90xLFyLg==,Base64
DLCAYGMOZBSUXJMHNSWTQYZCBXFOPYJCBYKKKGFSRCVIYBRGXKKYHCVWPOUSSVCKPMDSDNERK,Vigenere
WEARMLOPCKVLSREWSBOPQBIOEMPOEJYXMPHYDEGPVCVIKOCLDIKVIPSXYBMFLSWERAKOSVPYXMJWMRSV,Vigenere
72404a41465c564052415a4a115b4011465b541243435350455b505412525f5613424646554b135e5413455750595c5a4047564212555e401342575044405611515c5c5f465f5b5050465a5e5c1d11665b54124743575242474154125a42125144405a545613445c57544013455a56115d5f55125c505913454056541c,XOR
UOXXLYOUFUKXXFMOKLXFZDLCJOZMOZKINXJMQDLWTQHPVBXFXFRJCBHA,Vigenere
BUSUNVCMCEFYNYVCHGYEACVCXCLXYHAYXYXOLGUECCHBULYEYNYNGYFCMCHCTQYHYYXNIMYWOLYNBYJYLCGYNYLCGGYXCUNYFS,Caesar
3518191010141d59161d18081610141f5917171d1f140a5a0a1c0b0d10081d591b5815150c59151e591e190d1b5659341d0d0d170b11580a1f1b0c08110d035810140e16160e1c0958141b16005a1418031d0b0958161c580908170d1f1b0d13171754,XOR
ORAWBBGCCPKBKEEBHRGCQGXEWZPTTZQKMUWOVRLTMKQIIHXQWIGIRWPMMAOSUDYCRZCPCGLCHGPDMSEKGDG,Vigenere
QnVnw7xuIGhhdmEgw6dvayBnw7x6ZWwgdmUgZ8O8bmXFn2xpLiBBdHRhY2sgYXQgZGF3biBvbiB0aGUgdmVyaWZ5IGZpZWxkLg==,Base64
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gTWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLg==,Base64
ZOVMQLDOXMEVFPQEBMOXZQFZBXKAPQRAVLCQBZEKFNRBPCLOPBZROBZLJJRKFZXQFLKEXVXQYFPFHIBQBYFKJBHDFYFAFOABKDBABAROJXHFFKEXOBHBQBQJBIFPFKFW,Caesar
VSERYRZRLAGRZYREVGNEVUOBLHAPNXHYYNAVYZVGVEFVORETIRAYVXOVYTVFNLNEFVFGRZYREVAVXBEHZNFNANGVQVE,Caesar
SPBOVOWOIXDOWVOBSDKBSRLYIEXMKUEVVKXSVWSDSBXODGYBUCOMEBSDISXFYVFOCWKXIVKIOBCYPZBYDOMDSYX,Caesar
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBCdWfDvG4gaGF2YSDDp29rIGfDvHplbCB2ZSBnw7xuZcWfbGku,Base64
QnVnw7xuIGhhdmEgw6dvayBnw7x6ZWwgdmUgZ8O8bmXFn2xpLiBUaGUgdHJlYXN1cmUgaXMgYnVyaWVkIHVuZGVyIHRoZSBvbGQgb2FrIHRyZWUu,Base64
0a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b790a372d222330282c3827653025313c2729302c2037282079223679222b2d2e293522223c25263c6b213c262a3738312b2a313c2f653b3265342a2631222b3c386b,XOR
QJJQSAQJTQMDEDJXULUHYVOVYUBTIYRUHWLUDBYARYBWYIQOQHIYIJUCBUHYDYAEHKCQIQDQJYTYH,Caesar
BFORUAGISXGKMPIERVIYIEPIGRPIWHRPQWOUCQIQUYLIETSMSYDZIOGRPM,Vigenere
VGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLiDFnmlmcmVsZW1lIHnDtm50ZW1sZXJpIHRhcmloIGJveXVuY2Ega3VsbGFuxLFsbcSxxZ90xLFyLg==,Base64
VYCIKSCJSGXWUSSGBSFLLSXFVYCDERQRIIKSGYYNTHDZQXDZGKCQBBOVIVBPKUGGWSPXCSXRWIKPDWKEFPKSMVRTMAGCGHBBKQ,Vigenere
DLCDVCKWSBIGCFSBMCNYLNIPDLCYPBYEIDVCOEPDMDSGGKPGXXCVPGQILMIGCMLDIJVMEORAOHCWSLCXPKXCNFWWEARMLOW,Vigenere
03372482fe2d612a2237236382e52c2a622482fe39242e633727632681ff2f2786de2e2a6f62023536222229632036632523342f622c2f623729276337273128243a61242a242e276f,XOR
0c2320292b2d24622f2423312f2b2d26622e2e26262d3163332732342b31246222612e2c35622c2762272036226f6201342580fd2c63292335206280e62d28612580fd38262d623524622482fe2d2487dc2d2b6d,XOR
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBDcnlwdG9ncmFwaHkgaXMgdGhlIHByYWN0aWNlIGFuZCBzdHVkeSBvZiB0ZWNobmlxdWVzIGZvciBzZWN1cmUgY29tbXVuaWNhdGlvbi4=,Base64
390d0e191a1158180e581d1b0f175a17175a0c111f580f1f0a101c01591c111c161c575a390b0e111f131b101b145913160d1f1415131f1c141b1c5a110a5a11170e1d1516111e1f161a1f581d1f1516140b0d08190d1f1c5918015917191a1211171f0b57,XOR
09233a20366f61202a322b282d2737246221282c2e242963262b2128262a336c6305272d26272724622734302e2029632881e4282c63292331242926356226352f262d2b30282c2a3b6c6300303728242a222b222d622a2f36262d2e2a26272d222763283163282c37242e2f2825262f21266126262c2d2d32363120362625622138622e20212b282c26326c,XOR
STJIEGGMRYIVJMYGTAELACAMFTPUPRRTVMXOCCQNSLVEGIOQVAEEESEKDMGHRTBCVNGWPIEDUEAYWICRRDWJCRZBIPTTWR,Vigenere
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
MLKLVNPTINRYQRTMZLIYSCMUHICMEYOEWJQAEIMSRPTIZEJVXRMWMVVTLZMUBZGYACLSYYLLVMYMTBME,Vigenere
NGEGZHOYOQRKZKHOTSKQMOHOJOXJKTMKJKJAXSGQOOTNGXKQKZKZSKROYOTOFZNKWAOIQHXUCTLUDPASVYUBKXZNKRGFEJUM,Caesar
BPMYCQKSJZWEVNWFRCUXAWDMZBPMTIHGLWOKZGXBWOZIXPGQABPMXZIKBQKMIVLABCLGWNBMKPVQYCMANWZAMKCZMKWUUCVQKIBQWV,Caesar
XLNSTYPWPLCYTYRXZOPWDCPBFTCPLWZEZQOLELTQCPWPXPJYEPXWPCTELCTSMZJFYNLVFWWLYTWXTETC,Caesar
79534a50461f11505a425b585d5747541251585c5e545913565b5158565a431c1375575d56575754125744405e50591358f194585c13595341545956451256455f565d5b40585c5a4b1c1370404758545a525b525d125a5f46565d5e5a56575d525713584113585c47545e5f5855565f51561156565c5d5d42464150465655125148125e50515b585c56421c,XOR
PFYBODSBKIFHYFIDFPXVXOPFPQBJIBOFKFHLORJXPXKXQFAFOJXZEFKBIBXOKFKDJLABIPOBNRFOBXILQLCAXQX,Caesar
361c0e0f16081359091d1a0f0a100e015913160f15140f1f0b591719170358151b011c080b59151e590a0a160e1d1a0e11161456592d1d59141d1c1e580d15580a1f1b0c081d590e101c5a081c0811141f0c1c08581017151c1e11180e1d150356,XOR
MBVDVCTMLBIGLVLBMCWOENIPMBVYPBHUBDVCXCWBIJXGVIRRXGCOVGMUISLZHSLXGYDOCVELBFDSXGK,Vigenere
SJPOPCWIWXXCWPCBMRKVGRFMIYLMEIEPJKRGVQGDMPCMZOVEFILVMILMJQMQKCYBWGCXCWPCBMLSOMBYKKWYXERSHGB,Vigenere
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBUaGUgcXVpY2sgYnJvd24gZm94IGp1bXBzIG92ZXIgdGhlIGxhenkgZG9nLg==,Base64
7c5350595b5d54125f5453415f5b5d56125e5e56565d4113435742445b41541252115e5c45125c5712575046521f12f6af5b5543575f545f56114bf0875c47545f5f54405a114652435b5b11505c48475d5253135a475f5d535df5835f5cf682f4ad47f583411f,XOR
BZIOPCFYPXXCFFVBMRTLZRFMROEMEINFCKRGEGZDMPMBVAYGVESBSUGZFHNSFJJYZCKNYOPYSSUYK,Vigenere
BZIOPCFYPXXCFFVBMRTLZRFMROEMEINFCKRGEGZDMPMBVAYGVESBSUGZFHNSFJJYZCKNYOPYSSUYK,Vigenere
KMDVVZNIPCMDTMNXMLSCCIWBKXGDPXJMPZOHJYORWTFEVZHBJRGKAHJOUVGNJMVPMGNSNMILEEPPPTQITJSYHVQKIVLMQE,Vigenere
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gQXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4=,Base64
DLULLKAVZLJBYLAOLWLYPTLALYPTTLKPHALSFOHFHAIPZPRSLALIPUTLRNPIPKPYKLUNLKLKBYTHRPPUOHYLRLALATLSPZPUPG,Caesar
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBTaWJlciBnw7x2ZW5saWssIGJpbGdpc2F5YXIgc2lzdGVtbGVyaW5pIGtvcnVtYSBzYW5hdMSxZMSxci4=,Base64
YRPRKSZJZBCVKVSZEDVBXZSZUZIUVEXVUVULIDRBZZEYRIVBVKVKDVCZJZEZQKYVHLZTBSIFNEWFOALDGJFMVIKYVCRQPUFX,Caesar
LLGHYBUODISPFJQONNETUFZXJXJVPTRCFFKTJXKWMVAENZRMWPNZKXFGGZWBFXGCPBYIPTIWWQQEWMJEVVHUQQCTLBFIU,Vigenere
MLKLVNPTINRYQRTMZLIYSCMUHICMEYOEWJQAEIMSRPTIZEJVXRMWMVVTLZMUBZGYACLSYYLLVMYMTBME,Vigenere
IQZIYEXMCATPUPRRTBEEISJSLUYKEXUWTEAIWUMGICBLRTCMEFUCMMFBFZMRDFVHRREPIBLOWEXTCMI,Vigenere
ZNKZXKGYAXKOYHAXOKJATJKXZNKURJUGQZXKKZNKWAOIQHXUCTLUDPASVYUBKXZNKRGFEJUM,Caesar
DLCDVCKWSBIGCFSBMCNYLNIPDLCYPBYEIDVCOERDEAUERNEUXSLDLCFIPSJWPMCVH,Vigenere
70404758545a525b525d125a5f46565d5e5a56575d525713584113585c47545e5f5855565f51561156565c5d5d42464150465655125148125e50515b585c56421c13f4ac5a5740565d575e54124af2845d45575e5d574158124750405a5912515e4b465f51521159465d5e525ff6825d5ff780f7ac45f682431c,XOR
CKRPVYCKBPPBQERWXJGIGURTKVJSAOARRQBGKBJTMSDZLBXYIZZXWWTUCCZSFVBJKACBGXGVCICZXHGKKTEWUZLXS,Vigenere
ZNKZXKGYAXKOYHAXOKJATJKXZNKURJUGQZXKKCKTKKJZUYKIAXKZNKVKXOSKZKXOSSKJOGZKRE,Caesar
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gSGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4=,Base64
BFORUAGISXGKMPIERVIYILBXNCVIXQAHVSATSMZRRTNCSIPTH,Vigenere
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a313865659cd52c3f3920352e283c6b3c9afd2b2d2e28352e37306b3138392c316b27363230372824792030352724378ff4352681e88eda2d8ff42b65,XOR
FTVABGXEXTKGBGZFHWXELKXJNBKXTEHMHYWTMTTKMBYBVBTEBGMXEEBZXGVXBLBGMXEEBZXGVXWXFHGLMKTMXWURFTVABGXL,Caesar
QnVnw7xuIGhhdmEgw6dvayBnw7x6ZWwgdmUgZ8O8bmXFn2xpLiBNYWNoaW5lIGxlYXJuaW5nIG1vZGVscyByZXF1aXJlIGEgbG90IG9mIGRhdGEu,Base64
EEEYMGWPGRVGARIDSWWPUIIJMMTVEEGXQWHTLECKXTUOCKHTORQEXAWZGIMYQJKVPW,Vigenere
2c111f580d081d18090d0b1f581009581b0f0a101f1c590f161d1f0a590e101c5a17151e58161b13590e0a1c1f56593219001b0c555a1a10091112161d0d1f581b1316141f13591d111b131c100856593e1d171d1d1d1f581d0f0a141b135913bbde13165912190b1f131c0e581c0e151c16110a1316100056,XOR
BFORUAGISXGKMPIERVIYITNVRLPUILNEMQYECQXNRTPFBYFVGNKFTPNNTTQVTTZ,Vigenere
TKMBYBVBTEBGMXEEBZXGVXBLBGMXEEBZXGVXWXFHGLMKTMXWURFTVABGXLMAXJNBVDUKHPGYHQCNFILHOXKMAXETSRWHZ,Caesar
LYEXLYFEMUKXOPTOKLOPGSJPOPCWIWXXCWPCBMRKVGRFMIYLMEIEPJKRGVQGDMP,Vigenere
UNZGATOTHDZSXEOXZGXEBMAXMKXTLNKXBLUNKBXWNGWXKMAXHEWHTDMKXX,Caesar
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
NCJAEZRCLASJTDESPACLNETNPLYODEFOJZQEPNSYTBFPDQZCDPNFCPNZXXFYTNLETZYESPECPLDFCPTDMFCTPOFYOPCESPZWOZLVECPP,Caesar
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gSGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4=,Base64
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIEF0dGFjayBhdCBkYXduIG9uIHRoZSB2ZXJpZnkgZmllbGQu,Base64
182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa37776b042d3f243a2065383f653d2a32376b2a376b31312e652f2e37302d3c792d2c3c272177,XOR
EIWEMCIIYEAMKJRWXDTRAIBQGRLSLHWUWDYHGTFCBEWVQUHFUVAJKSEFKBNBKTYIBCPRRITQMRRSTKPFLIASXVPXYMHZCAW,Vigenere
FCOBIBJBVKQBJIBOFQXOFEYLVRKZXHRIIXKFIJFQFOFCOBIBJBVKQBJIBOFQXOFEYLVRKZXHRIIXKFIJFQFO,Caesar
QFMDHCUFODVMWGHVSDFOQHWQSOBRGHIRMCTHSQVBWEISGTCFGSQIFSQCAAIBWQOHWCBGWPSFUJSBZWYPWZUWGOMOFGWGHSAZSFWBWYCFIAOGOBOHWRWF,Caesar
